Sample1	Sample2	Sample3	Sample4	Sample5
CALCOCO2	37.3809206	51.0142288	42.4180405	48.880288	37.7577763
RSAD1	14.623041	17.77004	12.2994	16.887196	13.712139
NMT1	16.196378	39.83788	24.448917	24.244685	29.859445
MYCBPAP	0.8356013	0.1025396	0.0521744	0.8841136	1.3539088
SRSF1	43.4922996	80.071819	74.59872	85.4471594	52.6790902
VEZF1	13.769604	40.27478	26.258518	16.36236	28.85449
CHAD	2.106213	1.994668	0.791685	1.199722	1.677435
TACO1	12.2894	25.9843	15.6523	22.8307	14.7269
TEX2	7.36022606	14.9216300000591	7.63364000035975	6.612052	7.95541800297368
DCAF7	19.1407	37.882	22.301608	17.0714	25.1826
GH2	0	0	0	0.204388	0
CSH1	0	0	0	0	0
LIMD2	48.419378	28.792492	30.643898	13.943741	18.128317
BRIP1	0.913407	2.7624743	1.9479721	2.764496	3.4936567
KAT7	13.6037	19.438423	12.876846	12.778022	19.2889347
RTP4	6.19373	3.09658	6.32548	16.5258	9.85159
ACTL6A	16.36895	36.8611	24.9424	46.8949	35.8727
NDUFB5	25.86133	45.671902	25.826283	52.99578	31.40442
MRPL47	22.726781	38.295337	37.046500235861	55.59183	39.1258
TRA2B	22.65041	48.587406	55.375400162939	50.42169	28.508956
SCN2A	0.0187083000649265	0.033492472179001	0.02880540753974	0	0.01340854
TBR1	0	0.0140698	0.0121471	0	0
MARCH7	11.461369	34.338913	27.258516	19.35767648826	23.1536889
ERMN	1.2613074	0.51468	1.207742	1.1698525	0.421906
GALNT5	0.623432	5.9001	12.9433	1.19563	3.05163
SCN7A	0.9478021	4.72967350921	1.0669506	0.5868265	0.8509842
TANK	20.292239	35.554614	31.612091	24.643028	11.745524
BLK	1.712757	1.333216	0.869142	0.2494095	0.338793
GATA4	0.00891149	0	0.00936883	0.0238086	0.00776885
SKIL	8.068818	26.456146	11.5273	11.8426	10.4852279
EPRS	15.1704	34.1177	49.1102	39.9483	38.5374
HLX	3.35823	9.93059	9.51995	4.39704	4.10613
VPS45	10.642131	24.363083	13.174367	20.043545	26.372707
IL10	0.702802	2.54507	0.592769	0.69746	0.353589
KCTD3	2.266204	12.650698	15.0571	23.18729	8.779252
RPS6KC1	2.921205	6.236492	5.13380481	8.739162	5.70816400048264
CBWD2	1.62986	2.640685	2.64714005	4.45804	2.631374
IL36G	0.357392	2.245475	0.6494764	0.0828245	0.525521
IL1RN	3.01812	10.99528	13.48565	18.2629857	1.2736483
IL36A	0	0	0	0	0.0300735
IL36RN	0.70696	4.613019	1.79754	0.453944	0.957773
IL36B	0.0294435	0	0.0309909	0	0
IL1F10	0	0.216404	0	0	0
CFC1	0	0	0	0	0
SMPD4	5.354362	17.337129	16.8308588	11.3664659	17.6258785
WDR33	11.716095	20.088227	18.447938	11.299556	26.805416
CCDC115	19.572725	34.405541	30.35872	23.31734	19.19723
SAP130	5.14187	11.24638	9.96828	8.6317148	18.386749
BIN1	15.569146	35.5947322	26.134598	27.7290180006159	32.9990290412229
IMP4	14.9908900006275	27.141370002576	37.758604	27.53618	20.183714
HS6ST1	6.20037	17.756	18.638	8.65947	19.6345
UGGT1	7.50217	23.1317	16.40714	11.26502	16.43224
GYPC	23.72541	35.25352	22.03713	13.99613	7.03319
STAM	7.30281	11.9701	12.9034	12.7634	9.91259
GAD2	0	0	0	0.00377052	0
ABI1	23.384456	25.6696290448647	24.631737	29.5761018	21.652867455
YME1L1	39.5646912	42.395334	52.412974	63.2298013	49.67203
DNAJC1	11.2209	14.9382	20.9123	26.9504	11.874
NIPSNAP3A	10.1311	17.2755	19.3418	15.1374	13.0513
LRRC8A	10.601894	28.803687	44.347189	14.102402	26.301207
CDK9	21.1176	27.9933843	38.395	30.4375	27.6688906
TXN	144.409	165.787002	351.209	232.394021	284.048
ODF2	8.382912255025	11.6936448	22.2079182	15.72338678	39.9437677
KIAA0368	26.7844429	27.615723	44.273723	27.0424366	46.959126
TOR1B	7.31404	12.2739	20.7245	11.9101	16.4633
C9orf78	21.27762	33.46141	49.265072	32.092706	34.11342
SMC2	2.1069599	5.350462	6.704664	5.771078	5.454022
KLF4	0.788459	8.649551	3.4891173	5.7103288	0.3708217
TOR1A	14.9199	27.0576	31.7871	20.6552	24.8594
RALGPS1	3.742376	4.1420506	3.8524468	4.9183653	10.4011839
FAM129B	59.4745	137.7305	242.8077	63.5037	112.7241
OR1J1	0	0.0355	0	0.0604998	0.117883
OR13C9	0	0	0	0	0.00577999
ST6GALNAC4	14.0342614	15.994698	20.434048	14.517302	16.986317
TMOD1	0.62012	5.051556	0.530401	1.205484	2.623627
DAB2IP	8.2176021	17.7465344	21.995244	7.3507597	23.5160325
STXBP1	36.666751	21.2898716	17.210461	7.275332	53.244636
SLC2A8	9.188692	16.01778	11.044441	21.156818	11.2335371
ANGPTL2	9.68495	33.068	71.1606	14.21322	12.22326
CDK5RAP2	8.3003127	16.936397	16.399993	13.389185	18.909637
ZFP37	0.7093591	0.555123	0.79526	1.688486	0.954854
SLC31A2	38.7566	20.4599	17.3044	8.73234	8.00365
SLC31A1	18.6854	18.3688	24.7241	11.4385	21.1282
TLR4	3.3765059	6.4641173	3.3302456	1.9628461	0.914732
ZNF189	5.561551	8.4134305	7.952321	3.4293489	4.109293
ALDOB	0.162422	0.349356	0.10250376	0.0575787	0.0654888
STX17	3.6235806	9.8739434	6.755649	9.087202	7.2815571
PRPF4	6.676032	16.00222	22.70605	17.54387	16.09754
FPGS	13.869361	22.16409	45.56843	32.11485	25.29586
USP20	5.18519	6.85293	7.17866	5.496147	10.08399
BAAT	4.5372	0.490225	0.242671	0.185171	0.5826062
KIF12	6.3674	1.3216	0.577887	3.02539	3.04798
ATP6V1G1	70.1561	128.021	161.325	92.8878	160.662
TEX10	3.2380984	7.131586	9.787014	9.4425492	6.8796322
GARNL3	0.195462456063	0.3073289	0.877884	0.2364677	0.0476035
MRPL50	4.61834	7.9001	11.2711	8.08129	7.07069
DPM2	11.80071	13.110617	22.77441	9.093893	17.81869
WDR38	0.16193	0.151324	0.643815	0.3420169	0.887159
TSTD2	1.6374	4.01983	3.47418	3.49897	2.93315
GABBR2	0.248447	0.421068	0.2854134	0.0178504	0.881213
HEMGN	0.15709	0.0258145	0.0266556	0.0114058	0
PSMB7	86.203987	102.976937	153.590261	137.85136	149.33953
NR5A1	0.0151185	0.21793500049986	0.126773	0.055616	0.152353
C9orf156	4.181867	8.657751	7.0187258	5.443012	6.380579
RABEPK	8.404446	14.73939	18.1698984	20.058534	21.802302
GOLGA1	3.11201	7.23473	5.79775	7.83875	12.349799
XPA	3.99693	9.95273	11.8222	6.51584	6.01741
NCBP1	5.32332	13.5508	17.29242	11.5055	12.93876
ANP32B	60.7691	100.401	167.483	102.673	146.083
OR1L4	0	0	0	0	0
PDCL	8.82297	11.82106	13.10935	7.78627	12.809181
RPL35	781.89563	1108.759	2891.441008	1073.254933	2056.27636
CTSV	1.163311	9.425238	5.128497	20.96594	9.103639
LMX1B	0.1834438	0.2289447	0.071153844	0.12701026761	0.3109969447
ARPC5L	37.094097	48.02321	80.58023	55.215188	66.18239
ENPP2	7.542754	100.184119	8.014073	8.5214247	5.97256
DSCC1	1.61432	3.83336	4.5412	8.06069	4.59309
DERL1	57.01155	56.360921	65.19217	55.95595	31.727962
MYC	13.8912456841	37.763113948	76.12119	37.080672	19.4766238312
NOV	0.503216	10.6921	4.1338	0.864338	2.56779
IL33	2.771537	21.54906	0.659623	6.512247	1.887740306845
TMEM261	6.19002	10.489	11.4606	12.4816	8.72418
RANBP6	6.62071	8.84976	12.2609	4.84022	8.951871
POLR1E	7.99554	10.7454242	13.6954432	9.77873	12.251571
PLAA	13.1557	13.180598	17.328688	11.57279	15.688824
IL11RA	7.016674	8.193714	8.326468	6.185965	5.4170271
UBAP2	12.21205	16.7259677167547	16.8422500201666	18.1255666	21.252407
APTX	8.451715	9.8047672	15.114657	13.5047260003045	13.0046071872198
RNF38	7.3980956	13.6914484	12.14409077	6.2818223	11.1599735
TLN1	35.7439	60.0262	58.1622	29.4376	41.5656
CCL21	87.44875	45.59981	141.32364	27.48597	24.161997
SIT1	6.896734	2.54919	3.203042	2.711158	2.18559
IFNA21	0	0.0328316	0	0	0
DMRT1	0	0	0	0.0803527	0
DNAJB5	2.4710856	8.998758	5.508498	2.073192	2.6551188
SPAG8	0	0	0.0674394	0.4748667	0.0366412
DCTN3	41.912581	76.450063	84.274725	48.180638	66.106409
CD72	5.498937	4.271402	5.283981	5.047049	2.326964
TMEM8B	4.320475	9.35404	5.609812	3.75606	5.009397
GRHPR	41.017398	47.245994	87.902945	56.122024	45.921592
ALDH1B1	9.076181	12.781521	35.974033	11.470624	11.472265
HINT2	46.375	42.7876	39.2559	40.8859	68.0294
ARHGEF39	1.58618	2.3725	2.56439	3.89165	3.1827
IGFBPL1	2.64948	0.843181	3.68833	3.7211	6.57719
DENND4C	8.456117	15.647039	18.621348	10.086668	12.189253
RPS6	1318.60778	1431.066652	2587.484026	926.04947	1980.09406
CNPY3	45.3882	66.490957	51.3405	65.0305	32.935154
FOXP4	21.200452	30.439864	19.525493	26.714485	22.110525
PPIL1	8.40675	20.3492	10.629	30.2961	17.2857
KLC4	12.3340682	15.994032	8.433924	29.9059609	10.51660203826
KIF13A	12.311868	24.041702	13.4635957	10.998082	14.818159
ZSCAN9	8.1839163	13.454992	8.002066	11.031693	11.8882979
PIM1	17.055	38.1732	27.8181	18.7016	23.9322
GMPR	2.46509	6.51208	2.54367	1.42505	2.08723
CMTR1	16.344363	20.528899	11.692905	27.5450032	16.669696
TFAP2A	2.0756038	7.268038	7.4776802	17.0293498	8.8586807
SLC22A7	0	0	0	0	0
YIPF3	122.184297	149.665268	120.735339	123.105160002717	113.6789301
TMEM14B	65.2655495	61.541078	75.940514	135.269006	89.676844
TMEM63B	64.26875	47.70113	29.03772	29.22077	54.36535
FRS3	4.53748	5.29752	3.207906	4.245612	3.76498
TJAP1	16.440211	20.295055	17.9082891	23.99943	28.057381
CAPN11	0.1129674	0.185247	0.15718	0.0818866	0.109702
TINAG	0.158359	0.891953	0	0.94326	0
HCRTR2	0	0.0153525	0.0296753	0.937525	0
KIAA0319	0.293483	0.42227648693	0.7660283	1.55469462	0.8629242
IRF4	4.55691	1.53829	1.4712	2.08709	2.83146
SLC22A23	4.1389428	5.7865995	3.9134958	6.255965	8.5057277
TUBB2A	61.6328	47.4158	32.9105	16.028	49.4875
LRRC1	8.405822	13.619391	9.565728	14.35708	11.909809
GCM1	0.797611	0.118627	0.255461	2.1747	0.2412
FOXF2	1.49091	4.17764	4.70176	0.607414	1.2578
BPHL	14.221024	23.985926	9.5132962	25.2240122	27.395221
RIPK1	10.0037	19.69918	13.67326	13.34715	15.84924
TUBB2B	1.76749	17.8302	2.67685	1.95452	1.76996
UQCC2	81.20523	74.81318	56.19633	103.66165	81.50413
HMGA1	64.420622	193.548514	156.423046	344.29809	189.19251
TCF19	8.961892	7.23113	13.2918	14.456415	19.77785
FLOT1	163.904944	122.291445	131.333449	137.840156	101.701767
IER3	66.04347	193.46209	70.67542	157.72004	160.14572
MDC1	4.774625	6.47378	5.9307173	9.647032	11.972891
PGBD1	1.48869	3.55076	3.01517	1.31049	1.31405
ATAT1	5.648633	7.5911470200809	4.23662815574269	11.87564449965	9.079676
TPMT	12.761	19.1663	15.2266	14.3677	15.5779
CLPS	0.0922823	0	0	1.213545	0.1667416
RNF144B	3.90742	20.3373	6.42	3.91279	1.14514
NRM	2.301762	3.322336	4.974811	3.3084045	7.74799800313516
MTCH1	119.22677	176.41014	98.814514	149.231332	131.92687
VARS2	11.6875000003114	11.213043	10.233946	19.721439	14.128612
TAF8	9.382042	11.743651	5.6957896	9.789781	8.9157811
FAM8A1	11.9327	14.3274	11.4711	9.14636	10.8567
C6orf52	1.71736739133	1.101201	4.606441	4.361237	19.104422
FGFBP1	18.3799	2.62472	26.1103	12.1462	5.06646
FGFBP2	0.183614	1.54639	0.0314131	0.14129	0.0595759
CPEB2	2.480373	5.53722770427938	5.6826803495696	5.1097779	1.7340243
FHDC1	3.193793	7.98408	5.77283	1.057014	3.38908
TLR2	12.653	14.9569	15.6405	3.82398	5.0975
MGARP	0.0209894	0.409798	0.310555	0.241867	0.162181
TTC29	0.0499496	0.2452741	0.0608973	0.11464526026	0.4001766
MYO7A	6.760253	5.1991269	3.8454219	4.481505183	2.381083999641
FCHSD2	8.7134664	12.5220098	15.961362	11.2126815	10.1794661
ARRB1	8.91587	28.28984	27.586121	12.30658	17.052275
SLCO2B1	17.3901968	33.84699	19.43557	14.27926948	5.87871
PRKRIR	7.64741	17.8477	23.9907	19.6257	12.2756
ANKRD42	3.645499	6.179365	7.274789	11.075877	5.00445586
IL18BP	32.2020847430959	16.518847	28.812844	14.697813	7.857744
NUMA1	28.1306872000511	52.5336530503417	67.9152730000926	75.675195	93.7707070000349
CCDC90B	15.88782	20.05747	17.753228	29.09842	13.16051
SYTL2	9.30383806487	24.702458688356	25.405912	7.4500881	17.00864317
RAB30	3.3111903116875	3.1418504	3.1006762	3.2314888	2.353645
CREBZF	5.325103	10.924082	10.608875	18.1317	7.039998
LRRC32	4.400725	13.0516111	11.340518	5.920721	3.3477765
PRCP	33.3708285	59.5783705	48.189185	46.876676	18.30322
NARS2	7.44487	15.78423	12.559606	17.40497	14.77053
RNF121	5.368299	9.87775	15.444556	14.298463	11.476184
MRPL15	58.02896	32.42731	110.558284	132.5045	66.85705
PI15	0.172938	2.9257726	0.622711	2.194979	0.895817
TTPA	0.0500479	0.186645	0.150843	0.658517	1.28025
GGH	1.95147	8.50786	22.9509	24.155	16.4857
SLCO5A1	1.239809	0.810047	0.497544	0.289114	1.0737656
SULF1	15.2085425	51.555792	82.548909	31.68146	18.936669
TGS1	4.29854	6.63424	10.5222	7.16293	8.25087
SDCBP	83.054474	161.168693	131.482048	115.20342	80.294362
NEK1	1.398568	3.786828	2.748331	2.810294	1.607114
DDX60	11.211443	10.84689	17.66079	30.9526	15.31122
NXPE4	0.091053	0	0.0159394	0.0943262	0.0396819
SORL1	4.8058369	20.427097	6.8724762	5.30032	5.6936552
TMPRSS4	1.33541654768	79.2257157029378	10.0444548	47.607307	1.122048
BUD13	4.981734	17.0973	14.7078	17.9158	8.3926
TRPC6	2.015281	4.93662	31.212331	0.356634	1.5054446
MMP7	1.0867	93.9772	589.483	148.216	14.6661
MMP20	0	0	0	0.213201	0
MMP27	0	0	0	0	0
C11orf70	0.358578	1.1029038	7.776074	8.079188	4.17263
DCUN1D5	8.75321	33.588379	37.480694	41.57039	21.30441
YAP1	11.10340853949	45.0079285	83.9353679	49.695946	28.580245
TRIM29	0.22429614	1.8265938	0.9991296	26.046249	0.3470173
SLC37A4	5.85724	7.184643	11.822321	15.207953	12.637517
BTG4	0	0.533748	0.0476746	0.120394	0.154358
POU2F3	0.3858839	2.95407	0.0383931	1.49129	1.144354
RDX	4.9365458	26.360325	17.029569	43.45802	7.688436
PPP2R1B	4.5363889	13.9393	10.340657	15.05886	5.674585
FDX1	5.11747	16.4617	10.1601	17.0353	4.86275
C11orf1	9.417717	38.912094	35.090031	43.819207	11.705531
FXYD6	8.137476	27.659541	18.842086	8.8040084	5.844762
ARHGAP20	3.0868346	3.8370875	2.3875187	0.1790770908	1.053279
FXYD2	2.01248	3.1467077	2.432566	2.4284654	0.185697
MMP13	53.705334818	8.68026	86.462513	0.540895	5.284052
TMPRSS13	2.33978605454769	30.76497	10.0262845	21.667414	5.129395
CASP1	18.641444	32.762363223248	44.171004	53.374152	11.557339
CASP5	0.651105	2.016363	1.012238	0.0863242	0.3366843
ALKBH8	2.5532	6.6426606	2.97951	5.4871749	2.6162073
MAP2K5	2.117881	11.167138	6.503105	6.883164	2.851589
UNC13C	0.3985975	0.100847	0.110164	0.0749754	0.2010498
SQRDL	41.480157	53.815639	90.713275	212.601852	29.4099337
CTDSPL2	3.058892	7.164225	7.596812	6.23756	4.8357947
SLTM	16.455848	29.0948343	20.594668	28.583931	17.543616
THBS1	14.910398	152.50781	100.81302	34.827178	27.407321
MAPKBP1	3.900771	3.8642382	3.5999718	2.092256499	4.1867626
NUSAP1	7.510275	9.841305	20.6468298007	19.60633	22.2669149678
NDUFAF1	13.0162	14.369262	9.99687	8.1894	6.785784
KIF23	1.990288	6.8379654279122	8.47191830275383	10.0298979	8.641988
ITGA11	6.00042	4.83803	32.9711	5.68375	8.87019
CASC5	0.572991	0.784649	0.76045252	1.0863	0.794121
HAUS2	4.175047	9.67392	8.307561	5.318066	6.6264368
RTF1	9.50913	18.260396	13.7248	10.42046	12.033538
PARP6	7.9525331	10.9173564414	12.025549	10.971208	15.820341
RPLP1	1306.76855	1459.293	1911.72495	1298.20104	1428.641127
PAQR5	0.3773153	4.74158816211	1.486353	1.726133	0.58566
LRRC49	0.2150412	1.47794885	0.886722	1.0100588	0.47167
TUBGCP4	1.46791	4.72623	3.747146	3.959625	2.62361
RMDN3	15.8225861	43.50203	25.7401497	19.4892989	18.872218
ITPKA	16.432996	19.242333	12.966809	1.857229	11.344079
UACA	7.277048276988	12.832351	8.24863	8.802616430568	3.520463242
SMAD6	1.4390782	1.9806818	1.176061	1.2664883	0.689648
PLCB2	3.863671	5.035689	2.086785	7.148569	1.2725309
TMEM62	10.81259	13.4381	18.6775881	17.86422	9.8761246
PAK6	4.3730434	13.6365204	6.8804643	5.887165335	15.0765052
ADAM10	9.988963	24.957648	23.970062	16.871496	10.1053159
DUOX1	1.451348	28.25999	0.24711	2.592691	2.961911
SLC28A2	0.0792686	0.0214652	0.0748508	0.957362	0.208017
STRA6	0.5920227	6.253441381	0.603411	6.9311902	0.1799935
CYP19A1	0.062453925	0.20306069	0.109172	0.358676395	0
ZNF280D	2.3815635	4.620062	2.3905779	4.3612008	2.98531519
SEMA6D	0.2870575	2.9599272	1.13555480166972	0.3369743591065	0.39263460295785
BCL2L10	0.1081962	1.3046078	0.0220252	4.682621	0.518543
RSL24D1	21.147799	42.5673	38.6306	36.684742	25.2348
SPTBN5	0.968846	2.00618	0.879983	0.48802	1.77642
GCOM1	0	0	0	0.0524951	0
GCHFR	18.23699837	80.12167	40.782011	46.617888	34.34216
BCAR3	4.7734446	12.623803	33.2255	16.209169	9.534728
TTLL7	0	0.111873	0.263178	0.846591	0
FNBP1L	9.7607992	26.506847	27.9177653	21.07487	29.0909764
CCBL2	11.002979	18.15335	19.384948	16.5169	12.701034
GTF2B	16.9497	28.3286	31.7521	26.1353	23.7206
BRDT	2.1722237	0.8815029	0.231267	0.4670181	7.29111300025043
RABGGTB	17.59817	24.9507	49.530694	29.76395	37.8618
IFI44L	4.978168	2.45229	6.184782	7.9946717	7.576828
GIPC2	0.160303	0.807162	0.102263	0.168061	0.25035
ARHGAP29	4.2723711	17.831205	23.627598	5.4752733	9.322981
IFI44	21.67898	23.77449	35.6208	61.3318	31.5166
SLC44A5	0.0784591	0.1480049	5.83957	17.25203	0.2001361
CLCA2	0.0132758	0.185006	0.20753	0.982725	0.0799941
DNASE2B	0.427033	2.33284	0.0840352	0.0947043	0.0920437
DBT	1.459463	4.75392	3.108798	2.219409	3.59844
RTCA	9.37665	22.082388	32.681948	31.7454	25.058393
IFT172	2.596802	3.1780574	2.2866397	2.723703	2.756512
EPT1	4.6813	12.4274	7.8538790603765	9.02983522	9.37933820244187
CGREF1	3.021038	5.272934	5.368236	20.902342	42.440856
HADHB	46.6774935	93.853379	56.9759	64.922256	59.559067
KHK	1.508013	3.07917	5.35216	2.051463	2.01617
ADCY3	11.954787	23.376685	28.777418	15.210431	28.020189
PPM1B	15.618195	30.67609	16.372954	20.1462	13.2961844
PNPT1	4.74216	7.87049	7.10334	5.71288	9.34655
DYNC2LI1	9.340509	22.58902677808	13.0837868	18.799965	10.8291247
LHCGR	0.367982	1.0797376	0	0.01963287	0.0118898
THUMPD2	1.65919	5.33705	5.29336	3.5049	0.607449
CYP1B1	28.5482	26.4177	6.85556	10.1571635	27.7128913
SULT6B1	0.390794	0	0.0741565	0	0
RAB1A	99.91409	184.418857	166.276487	132.48755	129.8128418
ACTR2	64.611346	163.803	106.5635292	103.699321	78.821
PREB	32.68989	55.530516	46.577802	54.173682	43.356741
SLC5A6	10.016364	14.314865	12.17541368	23.9902319	15.2077656
ABCG5	0	0	0.0112715	0	0.0115905
PREPL	18.7991002	26.4750068	13.9890461	14.848322	12.72299
SLC3A1	0.5988003	0.7290647	0.375452	0.7058042	0.4892426
EMILIN1	21.50651	45.4921	100.8348	43.7703	18.45799
FBXO11	13.64056	27.67192	16.32144	15.8635191	17.33917
SIX3	0.129863	0.913206	0.0588175	0.450314	0.03217
ATRAID	126.0040400474	193.500143	140.927863003495	211.5860418877	139.068500000411
CENPO	3.111138	5.639135	6.303122	6.010199	5.078058
LRPPRC	26.749545	62.0534	41.5715385	66.6221374	56.679774
TRIM54	0.128961	0.105466	1.72099	0.28793	0.1094593
DTNB	2.576784	5.721748112	4.911557	7.280277	6.0290995
ACTR1A	28.6232	62.9868	60.79248	34.5684	54.780014
CYP2C9	0	0.515636	0.106788	5.63793	0.0674371
TMEM180	3.344818	5.719127	7.417807	6.73216	12.38735
CYP2C8	0.0213488	0.364805	0	0	1.993004
MYOF	13.9041	37.587386	55.81165	19.3258707	44.929128
LOXL4	2.09427	4.37689	6.59074	0.761593	2.0744
STAMBPL1	4.332798	3.659584	11.147482	4.497282	2.883478
CH25H	1.09868	5.9471	21.1703	1.90783	1.12074
LBX1	0.0513405	0.0988914	0.0464503	0.0192716	0.0950519
ATAD1	11.60844	23.55888	21.05161	30.55054	15.70466
BTBD16	0.179729	0.320886	0.145426	0.822248	0.800299
KIF11	2.94448	5.99199	9.36435	7.19901	12.0192
CUZD1	0.48854	0.351841	0.772545	0.6964362	1.27097
TACC2	15.7850625000978	28.51016872	43.3149517000471	109.422157	26.3321619
DUSP5	8.39374	25.8042	28.4488	72.5266	7.69738
CALHM2	8.31639	11.38046	14.47445	5.2421	12.64518
ARL3	2.81523	5.87327	10.4036	4.7419	7.27739
CEP55	5.12338	7.17702	25.577555	13.402122	20.9858
KIF20B	0.517094	1.99672	2.5033	1.1936	2.016428
ENTPD1	7.797816	11.55859	13.613238	8.560522	4.514956
EXOC6	5.8410748	9.59101	7.22038756	7.507807	7.7208359
PLCE1	1.3047221	2.8871775	2.3481717	1.524455	3.3676806
RBP4	1.059786	42.923832	0.378829	2.469663	0.9421461
DBR1	4.74679	9.24431	7.14454	8.30177	9.68704
DNAJC13	5.73542	9.72307	7.65032	10.9318	7.8066
GPR87	4.5807	30.6882	7.97818	1.01152	10.8318
ANXA7	43.976921	64.105901	73.433483	68.239482	73.290038
FAM149B1	5.40507	8.73183	10.63898	8.91863	9.19385
ASCC1	9.4924393	16.9523808	22.3610486	33.732389	14.4641569
PLA2G12B	3.11208	1.04975	1.06324	0.0222908	1.21233
ZNF365	0.2226489	3.3191007	0.539865	0.1274709	0.27328276
OIT3	0.25252	0.295837	0.321635	0.195687	0.211379
ADAMTS14	0.6332701	6.90657	6.43006	1.7314832	1.18303369
RPS24	1083.663492	1678.489177	2457.203934	1917.253532	2316.192493
TET1	0.126119	0.206947	0.269608	0.382819	0.215493
DNA2	1.3304043	3.789961	3.2252938	6.4344012	5.2829222
MYPN	0.07566081	0.1039103	0.0585293	0.214456	0.09640683
AOX1	0.2967652	1.311728	1.337529	2.467733	1.1984148
ATIC	11.41025	47.85794	37.82605	73.1400100655776	19.13662
SMARCAL1	4.9032331	15.30804	11.7677422	16.68856	6.0714886
BARD1	0.927303	4.2431927	4.796265503	4.62823930269	2.63405321172
STAT4	4.340072	6.79869	3.24002	2.076729099	1.412061
MSTN	0.0406871	0.274221	0.117146	0.0273473	0.00869164
CARF	1.9404293	4.4398273	1.7562884	4.5940619	2.3720155
ASNSD1	9.341272	29.875506	27.998751	29.71112	12.046857
METTL5	18.4342341	48.703664	45.757302	42.09527	30.182471
SSB	31.898583	84.48438	78.338879	56.192913	34.092157
NAB1	6.129449	15.204955	15.4744555	27.2860793	7.046151
CDK15	0.0900586	0.494537	0.6689306	0.103261	0.117993
PPIG	12.715075	30.403435	19.8279285	17.543296	13.1471557
FASTKD1	4.211744	8.185829	8.042783	7.5733322	2.929665
MDH1B	0.091827	0.296751	0.242845	2.736589	0.0908413
HECW2	3.02416	5.90127	4.551587	1.3260156	3.511747
IDH1	42.259534	76.903726	61.2041582	347.841217	29.6125419
OLA1	19.552819	63.33577	68.833122	60.9467794	38.623794
CIR1	15.113925	29.8266	28.37956	32.02883	11.642085
SSFA2	8.092414	49.342888	28.4205550034753	28.531978	7.733901
CHRNA1	1.3061091	1.117379	3.0508917	0.455155	0.9237012
FAM117B	1.86218	4.54906	2.11777	7.18322	1.98836
WDR12	1.2873	3.82072	3.27674	8.28791	1.85484
ABI2	5.5718867	13.152282	13.998729	25.9559224	5.8303377
ITGAV	21.188758	59.44441	52.855831	27.4289342	23.659883
SLC40A1	58.9901351	80.4896341	56.38059	26.0515	26.7617
SLC35A5	8.107361	11.802833	9.389002	12.270866	10.4742462
DIRC2	2.09722	4.55919	1.88586	2.45967	2.55503
SENP7	8.969019168	12.207537	6.674057	10.662006	15.9861901
GUCA1C	0	0	0	0	0
CCDC54	0.0204593	0	0.0646032	0.163779	0
COX17	55.90496	65.489379	46.70852	97.3381	61.85389
PARP9	33.6590272	39.542998237749	42.63425728	56.91006	39.7660635
MNS1	0.493477	1.41041	2.05912	7.59294	1.30025
USP8	4.559168	14.50779	9.271208	10.5037875	6.375619
SECISBP2L	4.79528	20.616282	6.7095522	5.2556	4.97786
TMOD3	6.936145	26.23788	16.837752	12.81194	6.60736
SPPL2A	28.58691	33.14443	30.74644	47.15769	37.3542
GLCE	1.73634	10.80136	4.39293	5.04761	3.83366
SHF	3.547945981978	9.8005866	3.92129	2.127283	1.488748
APH1B	3.2503	3.7599	3.064979	3.22796	1.542737
VWA9	8.897045	20.055031	14.5264504	17.049841	21.478429
CILP	2.45179	6.67883	11.4605	1.12044	0.976216
PARP16	2.96888	6.30823	4.73919	5.12136	5.58915
PPCDC	9.743243	13.299887	9.107763654	27.004617	11.677942
HCN4	0	0	0.0529515	0.0156411	0.0130089
SEMA7A	4.26938	23.4699	4.3670994	3.268792	3.931571
UBL7	21.624412	39.128948	35.581484	70.938206	29.3547787
ARHGAP24	3.5918589	7.29978	5.067211	1.5916811	1.3227911
FAM13A	10.473325	10.5979159	18.283126	4.857678	9.508203
HERC3	3.507367	7.260974	6.698256	3.050433593109	3.48715
HERC6	3.418577	7.176773	14.916995	7.584576	6.6502667
HERC5	4.43874	3.3152	10.96634	6.32915	1.282484
PCDH10	0.0181146	0.0889053	0.2382912	0.1230211	0.00254699
NDST4	0	0	0	0	0
C4orf21	0.31487128	0.731276618	0.70572273	0.8021846	0.6089335
AP1AR	4.316574	7.3464888	8.47132	15.977103	5.284097
COPS4	13.193578	24.590764	25.3741696	21.753361	12.272428
HNRNPD	114.871429	148.18389	154.524086	196.72912	105.1730354
PRKG2	0.0510904	2.8317849	0.614572	1.9558276	0.0988188
RASGEF1B	6.276656	18.2223367	6.0837845	4.354055	2.6164724
SEC31A	81.0352968202967	99.3071917449897	154.063205226	69.6185865785398	67.1331913040219
FGF5	0.126198	0.199413	0.5520647	0.237413	0.291174
AGPAT9	0.54848	3.5898600007413	3.2682	5.832932	1.10969
IL21	0.650505	0.0380175	0.191433	0.180965	0.137131
FGF2	0.241337	1.261911	0.558893	0.3137070710205	0.1897525
BBS7	1.4640754	6.47933	6.201143	3.50566	2.324452
KIAA1109	9.3240611	18.258241	13.7674441	7.985279	11.706404
BMPR1B	0.268444	0.39339901	2.685833	0.291508	0.630624
RAP1GDS1	5.940538	14.280223	24.786719	9.614084	5.022422
